PBfusion.1.2	transcript/80175
PBfusion.729.1	transcript/197420
PBfusion.730.2	transcript/195540
PBfusion.730.1	transcript/195540,transcript/195839
PBfusion.731.2	transcript/176707
PBfusion.731.1	transcript/176707
PBfusion.732.2	transcript/118421
PBfusion.732.1	transcript/118421
PBfusion.733.2	transcript/120109
PBfusion.733.1	transcript/120109,transcript/81798
PBfusion.734.2	transcript/131108
PBfusion.734.1	transcript/131108
PBfusion.735.2	transcript/88159,transcript/10101,transcript/111643
PBfusion.735.1	transcript/88159
PBfusion.736.2	transcript/88159,transcript/10101,transcript/111643
PBfusion.736.1	transcript/111643,transcript/71493
PBfusion.737.1	transcript/108443
PBfusion.737.2	transcript/108443
PBfusion.738.1	transcript/56310,transcript/107072,transcript/82503,transcript/12501
PBfusion.738.2	transcript/165815,transcript/82503
PBfusion.739.1	transcript/42641
PBfusion.739.2	transcript/42641
PBfusion.740.1	transcript/125143
PBfusion.740.2	transcript/125143
PBfusion.741.1	transcript/99895
PBfusion.741.2	transcript/99895
PBfusion.742.2	transcript/95318,transcript/114442
PBfusion.742.1	transcript/114442
PBfusion.743.1	transcript/165584
PBfusion.743.2	transcript/150957,transcript/165584
PBfusion.744.2	transcript/94981,transcript/63865
PBfusion.744.1	transcript/94981
PBfusion.745.2	transcript/94981,transcript/63865
PBfusion.745.1	transcript/79086,transcript/63865,transcript/87081
PBfusion.746.1	transcript/61538
PBfusion.746.2	transcript/120943,transcript/61538
PBfusion.747.1	transcript/34933
PBfusion.747.2	transcript/34933
PBfusion.748.1	transcript/25821
PBfusion.748.2	transcript/25821
PBfusion.749.2	transcript/165566
PBfusion.749.1	transcript/156069,transcript/165566
PBfusion.750.1	transcript/151749
PBfusion.750.2	transcript/151749
PBfusion.751.2	transcript/100161
PBfusion.751.1	transcript/100161
PBfusion.752.2	transcript/33845
PBfusion.752.1	transcript/27509,transcript/33845
PBfusion.753.2	transcript/169152
PBfusion.753.1	transcript/169152
PBfusion.754.2	transcript/36766
PBfusion.754.1	transcript/36766
PBfusion.755.2	transcript/120943,transcript/61538
PBfusion.755.1	transcript/120943
PBfusion.756.1	transcript/136436
PBfusion.756.2	transcript/9725,transcript/136436
PBfusion.757.2	transcript/138785
PBfusion.757.1	transcript/138785
PBfusion.758.1	transcript/152235
PBfusion.758.2	transcript/152235
PBfusion.759.1	transcript/40322
PBfusion.759.2	transcript/83709,transcript/40322
PBfusion.760.2	transcript/48576
PBfusion.760.1	transcript/48576
PBfusion.761.1	transcript/35030
PBfusion.761.2	transcript/35030
PBfusion.762.2	transcript/149705
PBfusion.762.1	transcript/149705
PBfusion.763.1	transcript/63162
PBfusion.763.2	transcript/63162
PBfusion.764.2	transcript/136089
PBfusion.764.1	transcript/136089
PBfusion.765.1	transcript/34645
PBfusion.765.2	transcript/34645
PBfusion.766.2	transcript/151286
PBfusion.766.1	transcript/151286
PBfusion.767.2	transcript/24408
PBfusion.767.1	transcript/24408
PBfusion.768.2	transcript/115912
PBfusion.768.1	transcript/115912
PBfusion.769.2	transcript/129745,transcript/190393,transcript/96135
PBfusion.769.1	transcript/129745
PBfusion.770.2	transcript/93855,transcript/31226
PBfusion.770.1	transcript/93855
PBfusion.771.2	transcript/93855,transcript/31226
PBfusion.771.1	transcript/31226
PBfusion.772.1	transcript/102172
PBfusion.772.2	transcript/102172
PBfusion.773.1	transcript/23634
PBfusion.773.2	transcript/23634
PBfusion.774.1	transcript/171037
PBfusion.774.2	transcript/171037
PBfusion.775.2	transcript/87518,transcript/171171,transcript/129961
PBfusion.775.1	transcript/87518
PBfusion.776.2	transcript/87518,transcript/171171,transcript/129961
PBfusion.776.1	transcript/171171
PBfusion.777.1	transcript/124574
PBfusion.777.2	transcript/124574
PBfusion.778.2	transcript/120199
PBfusion.778.1	transcript/120199
PBfusion.779.2	transcript/93703
PBfusion.779.1	transcript/93703
PBfusion.780.1	transcript/26853
PBfusion.780.2	transcript/26853
PBfusion.781.1	transcript/68979
PBfusion.781.2	transcript/68979
PBfusion.782.1	transcript/32071
PBfusion.782.2	transcript/32071
PBfusion.783.2	transcript/103655
PBfusion.783.1	transcript/103655
PBfusion.784.1	transcript/175469
PBfusion.784.2	transcript/182726,transcript/175469
PBfusion.785.2	transcript/169548,transcript/91352
PBfusion.785.1	transcript/169548
PBfusion.786.2	transcript/169548,transcript/91352
PBfusion.786.1	transcript/91352
PBfusion.787.2	transcript/86574
PBfusion.787.1	transcript/86574
PBfusion.788.1	transcript/67633
PBfusion.788.2	transcript/67633
PBfusion.789.2	transcript/99925
PBfusion.789.1	transcript/99925
PBfusion.790.2	transcript/56831
PBfusion.790.1	transcript/56831
PBfusion.791.1	transcript/187504
PBfusion.791.2	transcript/187504
PBfusion.792.2	transcript/60201
PBfusion.792.1	transcript/60201
PBfusion.793.1	transcript/91438
PBfusion.793.2	transcript/91438
PBfusion.794.1	transcript/16873
PBfusion.794.2	transcript/16873
PBfusion.795.2	transcript/51527
PBfusion.795.1	transcript/51527
PBfusion.796.1	transcript/178192
PBfusion.796.2	transcript/156609,transcript/34924,transcript/178192
PBfusion.797.1	transcript/186498
PBfusion.797.2	transcript/186498
PBfusion.798.2	transcript/67939
PBfusion.798.1	transcript/67939
PBfusion.799.1	transcript/55700
PBfusion.799.2	transcript/55700
PBfusion.800.1	transcript/41751
PBfusion.800.2	transcript/41751
PBfusion.801.1	transcript/41427
PBfusion.801.2	transcript/41427
PBfusion.802.1	transcript/146133
PBfusion.802.2	transcript/146133
PBfusion.803.2	transcript/92241
PBfusion.803.1	transcript/92241
PBfusion.804.2	transcript/163346
PBfusion.804.1	transcript/163346
PBfusion.805.2	transcript/149861
PBfusion.805.1	transcript/146072,transcript/149861,transcript/128791
PBfusion.806.1	transcript/128489
PBfusion.806.2	transcript/128489
PBfusion.807.2	transcript/190
PBfusion.807.1	transcript/190
PBfusion.808.1	transcript/30760
PBfusion.808.2	transcript/30760
PBfusion.809.1	transcript/137942
PBfusion.809.2	transcript/137942,transcript/95337
PBfusion.810.2	transcript/144441
PBfusion.810.1	transcript/144441
PBfusion.811.2	transcript/79165
PBfusion.811.1	transcript/79165
PBfusion.812.2	transcript/164339
PBfusion.812.1	transcript/164339
PBfusion.813.2	transcript/51689
PBfusion.813.1	transcript/51689
PBfusion.814.2	transcript/110766
PBfusion.814.1	transcript/110766
PBfusion.815.2	transcript/120561
PBfusion.815.1	transcript/120561
PBfusion.816.2	transcript/19622
PBfusion.816.1	transcript/19622
PBfusion.817.2	transcript/158638,transcript/178012
PBfusion.817.1	transcript/158638
PBfusion.818.2	transcript/125282,transcript/98704,transcript/123009,transcript/162995
PBfusion.818.1	transcript/125282
PBfusion.819.2	transcript/125282,transcript/98704,transcript/123009,transcript/162995
PBfusion.819.1	transcript/98704,transcript/83457
PBfusion.820.2	transcript/125282,transcript/98704,transcript/123009,transcript/162995
PBfusion.820.1	transcript/162995
PBfusion.821.1	transcript/133458
PBfusion.821.2	transcript/133458
PBfusion.822.1	transcript/17082
PBfusion.822.2	transcript/17082
PBfusion.823.1	transcript/170638
PBfusion.823.2	transcript/173270,transcript/170638
PBfusion.824.1	transcript/104477
PBfusion.824.2	transcript/104477
PBfusion.825.1	transcript/134162
PBfusion.825.2	transcript/134162
PBfusion.826.2	transcript/165342,transcript/171851
PBfusion.826.1	transcript/165342
PBfusion.827.2	transcript/165342,transcript/171851
PBfusion.827.1	transcript/171851
PBfusion.828.1	transcript/41883
PBfusion.828.2	transcript/41883
PBfusion.829.1	transcript/158559
PBfusion.829.2	transcript/158559
PBfusion.830.1	transcript/70439
PBfusion.830.2	transcript/70439
PBfusion.831.2	transcript/84138
PBfusion.831.1	transcript/84138
PBfusion.832.1	transcript/182845
PBfusion.832.2	transcript/182845
PBfusion.833.2	transcript/152900
PBfusion.833.1	transcript/152900
PBfusion.834.2	transcript/152994
PBfusion.834.1	transcript/152994
PBfusion.835.2	transcript/156175
PBfusion.835.1	transcript/156175
PBfusion.836.2	transcript/154773
PBfusion.836.1	transcript/154773
PBfusion.837.2	transcript/34730
PBfusion.837.1	transcript/34730
PBfusion.838.2	transcript/104974
PBfusion.838.1	transcript/104974,transcript/165815,transcript/98794
PBfusion.839.1	transcript/87273
PBfusion.839.2	transcript/87273
PBfusion.840.2	transcript/40358
PBfusion.840.1	transcript/40358
PBfusion.841.1	transcript/165059
PBfusion.841.2	transcript/165059
PBfusion.842.1	transcript/12944
PBfusion.842.2	transcript/12944
PBfusion.843.1	transcript/80630
PBfusion.843.2	transcript/80630
PBfusion.844.2	transcript/105006
PBfusion.844.1	transcript/105006
PBfusion.845.2	transcript/166706
PBfusion.845.1	transcript/166706
PBfusion.846.1	transcript/33136
PBfusion.846.2	transcript/33136
PBfusion.847.1	transcript/152535
PBfusion.847.2	transcript/152535
PBfusion.848.2	transcript/116689
PBfusion.848.1	transcript/116689
PBfusion.849.1	transcript/110398
PBfusion.849.2	transcript/110398
PBfusion.850.2	transcript/73109
PBfusion.850.1	transcript/73109
PBfusion.851.2	transcript/140548
PBfusion.851.1	transcript/140548
PBfusion.852.1	transcript/146121
PBfusion.852.2	transcript/146121
PBfusion.853.2	transcript/86979,transcript/170557
PBfusion.853.1	transcript/86979
PBfusion.854.1	transcript/86979,transcript/170557
PBfusion.854.2	transcript/170557
PBfusion.855.1	transcript/98308
PBfusion.855.2	transcript/98308
PBfusion.856.2	transcript/28723,transcript/64666
PBfusion.856.1	transcript/64666
PBfusion.857.2	transcript/107732,transcript/92276
PBfusion.857.1	transcript/132358,transcript/107732
PBfusion.858.2	transcript/107732,transcript/92276
PBfusion.858.1	transcript/92276
PBfusion.859.2	transcript/144581
PBfusion.859.1	transcript/144581
PBfusion.860.2	transcript/90351
PBfusion.860.1	transcript/90351
PBfusion.861.2	transcript/131814
PBfusion.861.1	transcript/131814
PBfusion.862.1	transcript/75187
PBfusion.862.2	transcript/75187
PBfusion.863.2	transcript/73464
PBfusion.863.1	transcript/73464
PBfusion.864.2	transcript/147463
PBfusion.864.1	transcript/147463
PBfusion.865.1	transcript/109092
PBfusion.865.2	transcript/109092
PBfusion.866.1	transcript/178654
PBfusion.866.2	transcript/178654
PBfusion.867.2	transcript/175400
PBfusion.867.1	transcript/175400
PBfusion.868.2	transcript/32600
PBfusion.868.1	transcript/32600
PBfusion.869.2	transcript/75469,transcript/138618
PBfusion.869.1	transcript/75469
PBfusion.870.2	transcript/75469,transcript/138618
PBfusion.870.1	transcript/138618
PBfusion.871.1	transcript/3739
PBfusion.871.2	transcript/3739
PBfusion.872.2	transcript/151973,transcript/104008,transcript/138159,transcript/73996
PBfusion.872.1	transcript/138159
PBfusion.873.2	transcript/151973,transcript/104008,transcript/138159,transcript/73996
PBfusion.873.1	transcript/102107,transcript/38352,transcript/149648,transcript/73996
PBfusion.874.2	transcript/45285,transcript/125307,transcript/162796,transcript/48524
PBfusion.874.1	transcript/45285
PBfusion.875.2	transcript/45285,transcript/125307,transcript/162796,transcript/48524
PBfusion.875.1	transcript/48524
PBfusion.876.1	transcript/55484
PBfusion.876.2	transcript/55484
PBfusion.877.2	transcript/175506
PBfusion.877.1	transcript/175506
PBfusion.878.1	transcript/166241
PBfusion.878.2	transcript/142487,transcript/55680,transcript/166241
PBfusion.879.1	transcript/57446
PBfusion.879.2	transcript/57446
PBfusion.880.2	transcript/105704
PBfusion.880.1	transcript/105704,transcript/125848,transcript/108649
PBfusion.881.1	transcript/102107,transcript/38352,transcript/149648,transcript/73996
PBfusion.881.2	transcript/33102,transcript/102107,transcript/21536
PBfusion.882.1	transcript/102107,transcript/38352,transcript/149648,transcript/73996
PBfusion.882.2	transcript/40141,transcript/112643,transcript/170992,transcript/82339,transcript/149648,transcript/155774
PBfusion.883.1	transcript/155774
PBfusion.883.2	transcript/40141,transcript/112643,transcript/170992,transcript/82339,transcript/149648,transcript/155774
PBfusion.884.1	transcript/156609
PBfusion.884.2	transcript/156609,transcript/34924,transcript/178192
PBfusion.885.2	transcript/178228
PBfusion.885.1	transcript/154180,transcript/178228
PBfusion.886.2	transcript/54175
PBfusion.886.1	transcript/54175
PBfusion.887.2	transcript/105004
PBfusion.887.1	transcript/105004
PBfusion.888.1	transcript/168883
PBfusion.888.2	transcript/168883
PBfusion.889.2	transcript/133791,transcript/144824
PBfusion.889.1	transcript/133791
PBfusion.890.2	transcript/133791,transcript/144824
PBfusion.890.1	transcript/144824
PBfusion.891.1	transcript/104218
PBfusion.891.2	transcript/104218
PBfusion.892.2	transcript/8542
PBfusion.892.1	transcript/8542
PBfusion.893.2	transcript/112072
PBfusion.893.1	transcript/112072
PBfusion.894.1	transcript/74657
PBfusion.894.2	transcript/74657
PBfusion.895.2	transcript/76715
PBfusion.895.1	transcript/76715
PBfusion.896.1	transcript/105704,transcript/125848,transcript/108649
PBfusion.896.2	transcript/174547,transcript/125848
PBfusion.897.1	transcript/105704,transcript/125848,transcript/108649
PBfusion.897.2	transcript/108649
PBfusion.898.2	transcript/33102,transcript/102107,transcript/21536
PBfusion.898.1	transcript/33102
PBfusion.899.2	transcript/33102,transcript/102107,transcript/21536
PBfusion.899.1	transcript/21536
PBfusion.900.1	transcript/101483
PBfusion.900.2	transcript/101483
PBfusion.901.2	transcript/55038,transcript/142403
PBfusion.901.1	transcript/55038
PBfusion.902.2	transcript/55038,transcript/142403
PBfusion.902.1	transcript/142403
PBfusion.903.1	transcript/159706
PBfusion.903.2	transcript/92160,transcript/57634,transcript/159706
PBfusion.904.1	transcript/148550
PBfusion.904.2	transcript/148550,transcript/183715
PBfusion.905.2	transcript/59442
PBfusion.905.1	transcript/59442
PBfusion.906.1	transcript/164971
PBfusion.906.2	transcript/164971
PBfusion.907.2	transcript/153060
PBfusion.907.1	transcript/153060
PBfusion.908.2	transcript/36470
PBfusion.908.1	transcript/36470
PBfusion.909.2	transcript/95651
PBfusion.909.1	transcript/70388,transcript/159804,transcript/44433,transcript/95651,transcript/72632,transcript/126651
PBfusion.910.2	transcript/91868
PBfusion.910.1	transcript/91868
PBfusion.911.1	transcript/153179
PBfusion.911.2	transcript/153179
PBfusion.912.1	transcript/117001
PBfusion.912.2	transcript/117001
PBfusion.913.2	transcript/142487,transcript/55680,transcript/166241
PBfusion.913.1	transcript/142487,transcript/54614
PBfusion.914.2	transcript/142487,transcript/55680,transcript/166241
PBfusion.914.1	transcript/55680
PBfusion.915.2	transcript/52328
PBfusion.915.1	transcript/52328
PBfusion.916.1	transcript/15529
PBfusion.916.2	transcript/15529
PBfusion.917.1	transcript/63808
PBfusion.917.2	transcript/63808
PBfusion.918.1	transcript/183715
PBfusion.918.2	transcript/148550,transcript/183715
PBfusion.919.1	transcript/95837
PBfusion.919.2	transcript/47383,transcript/95837
PBfusion.920.1	transcript/143269
PBfusion.920.2	transcript/143269
PBfusion.921.1	transcript/62434
PBfusion.921.2	transcript/62434,transcript/96550
PBfusion.922.2	transcript/148297
PBfusion.922.1	transcript/148297
PBfusion.923.2	transcript/166555
PBfusion.923.1	transcript/166555
PBfusion.924.2	transcript/5392
PBfusion.924.1	transcript/5392
PBfusion.925.2	transcript/172097
PBfusion.925.1	transcript/172097
PBfusion.926.1	transcript/127856
PBfusion.926.2	transcript/127856
PBfusion.927.1	transcript/124717
PBfusion.927.2	transcript/124717,transcript/102438
PBfusion.928.1	transcript/155091
PBfusion.928.2	transcript/155091,transcript/37155
PBfusion.929.2	transcript/100875
PBfusion.929.1	transcript/100875
PBfusion.930.1	transcript/111853
PBfusion.930.2	transcript/111853
PBfusion.931.2	transcript/83238,transcript/61928,transcript/165097
PBfusion.931.1	transcript/61928
PBfusion.932.2	transcript/11255
PBfusion.932.1	transcript/11255
PBfusion.933.1	transcript/49020
PBfusion.933.3	transcript/49020
PBfusion.933.2	transcript/49020
PBfusion.934.1	transcript/9745
PBfusion.934.2	transcript/9745
PBfusion.935.2	transcript/157795
PBfusion.935.1	transcript/157795
PBfusion.936.1	transcript/113135
PBfusion.936.2	transcript/113135
PBfusion.937.2	transcript/74758
PBfusion.937.1	transcript/74758
PBfusion.938.2	transcript/3825
PBfusion.938.1	transcript/3825
PBfusion.939.1	transcript/131001
PBfusion.939.2	transcript/131001
PBfusion.940.2	transcript/129682
PBfusion.940.1	transcript/129682
PBfusion.941.2	transcript/144758
PBfusion.941.1	transcript/144758
PBfusion.942.1	transcript/118065
PBfusion.942.2	transcript/118065
PBfusion.943.2	transcript/83457
PBfusion.943.1	transcript/98704,transcript/83457
PBfusion.944.1	transcript/169212
PBfusion.944.2	transcript/169212
PBfusion.945.2	transcript/165815,transcript/82503
PBfusion.945.1	transcript/104974,transcript/165815,transcript/98794
PBfusion.946.1	transcript/181638
PBfusion.946.2	transcript/181638,transcript/142626
PBfusion.947.1	transcript/11675
PBfusion.947.2	transcript/11675
PBfusion.948.1	transcript/57171
PBfusion.948.2	transcript/57171
PBfusion.949.1	transcript/104702
PBfusion.949.2	transcript/104702
PBfusion.950.2	transcript/65532
PBfusion.950.1	transcript/65532
PBfusion.951.2	transcript/88846
PBfusion.951.1	transcript/88846
PBfusion.952.2	transcript/87746
PBfusion.952.1	transcript/87746
PBfusion.953.2	transcript/52624
PBfusion.953.1	transcript/52624
PBfusion.954.1	transcript/63773,transcript/87512
PBfusion.954.2	transcript/63773,transcript/123456
PBfusion.955.1	transcript/101389
PBfusion.955.2	transcript/101389
PBfusion.956.2	transcript/150957,transcript/165584
PBfusion.956.1	transcript/6351,transcript/150957,transcript/8766
PBfusion.957.1	transcript/20273
PBfusion.957.2	transcript/20273
PBfusion.958.1	transcript/120765
PBfusion.958.2	transcript/120765
PBfusion.959.2	transcript/130261
PBfusion.959.1	transcript/130261
PBfusion.960.1	transcript/115113
PBfusion.960.2	transcript/115113
PBfusion.961.2	transcript/144748
PBfusion.961.1	transcript/144748
PBfusion.962.2	transcript/29591
PBfusion.962.1	transcript/29591
PBfusion.963.1	transcript/78697
PBfusion.963.2	transcript/16754,transcript/78697
PBfusion.964.2	transcript/154748
PBfusion.964.1	transcript/154748
PBfusion.965.1	transcript/39365
PBfusion.965.2	transcript/39365
PBfusion.966.2	transcript/182617
PBfusion.966.1	transcript/182617
PBfusion.967.1	transcript/168911
PBfusion.967.2	transcript/168911
PBfusion.968.2	transcript/120039,transcript/132435,transcript/22231,transcript/46196,transcript/94460
PBfusion.968.1	transcript/120039
PBfusion.969.2	transcript/120039,transcript/132435,transcript/22231,transcript/46196,transcript/94460
PBfusion.969.1	transcript/132435
PBfusion.970.2	transcript/120039,transcript/132435,transcript/22231,transcript/46196,transcript/94460
PBfusion.970.1	transcript/22231
PBfusion.971.2	transcript/120039,transcript/132435,transcript/22231,transcript/46196,transcript/94460
PBfusion.971.1	transcript/46196
PBfusion.972.2	transcript/120039,transcript/132435,transcript/22231,transcript/46196,transcript/94460
PBfusion.972.1	transcript/94460
PBfusion.973.2	transcript/50003
PBfusion.973.1	transcript/50003
PBfusion.974.1	transcript/151317
PBfusion.974.2	transcript/151317
PBfusion.975.1	transcript/47024
PBfusion.975.2	transcript/47024,transcript/48327
PBfusion.976.1	transcript/167004
PBfusion.976.2	transcript/167004
PBfusion.977.1	transcript/65880
PBfusion.977.2	transcript/65880
PBfusion.978.1	transcript/180285
PBfusion.978.2	transcript/180285
PBfusion.979.1	transcript/53529
PBfusion.979.2	transcript/53529
PBfusion.980.2	transcript/81339
PBfusion.980.1	transcript/81339
PBfusion.981.2	transcript/59724
PBfusion.981.1	transcript/59724
PBfusion.982.2	transcript/8624
PBfusion.982.1	transcript/8624
PBfusion.983.1	transcript/172549
PBfusion.983.2	transcript/101805,transcript/172549
PBfusion.984.2	transcript/165675,transcript/96502
PBfusion.984.1	transcript/165675
PBfusion.985.2	transcript/124603
PBfusion.985.1	transcript/124603
PBfusion.986.2	transcript/91539
PBfusion.986.1	transcript/91539
PBfusion.987.1	transcript/75415
PBfusion.987.2	transcript/75415
PBfusion.988.2	transcript/127664
PBfusion.988.1	transcript/127664
PBfusion.989.2	transcript/152058
PBfusion.989.1	transcript/152058
PBfusion.990.2	transcript/91954
PBfusion.990.1	transcript/91954
PBfusion.991.1	transcript/120473
PBfusion.991.2	transcript/120473
PBfusion.992.2	transcript/105617,transcript/155984,transcript/171084,transcript/190207,transcript/25744,transcript/53113,transcript/79818,transcript/121442,transcript/15366,transcript/39254,transcript/95336
PBfusion.992.1	transcript/105617
PBfusion.993.2	transcript/105617,transcript/155984,transcript/171084,transcript/190207,transcript/25744,transcript/53113,transcript/79818,transcript/121442,transcript/15366,transcript/39254,transcript/95336
PBfusion.993.1	transcript/155984,transcript/171084
PBfusion.994.2	transcript/105617,transcript/155984,transcript/171084,transcript/190207,transcript/25744,transcript/53113,transcript/79818,transcript/121442,transcript/15366,transcript/39254,transcript/95336
PBfusion.994.1	transcript/190207
PBfusion.995.2	transcript/105617,transcript/155984,transcript/171084,transcript/190207,transcript/25744,transcript/53113,transcript/79818,transcript/121442,transcript/15366,transcript/39254,transcript/95336
PBfusion.995.1	transcript/25744
PBfusion.996.2	transcript/105617,transcript/155984,transcript/171084,transcript/190207,transcript/25744,transcript/53113,transcript/79818,transcript/121442,transcript/15366,transcript/39254,transcript/95336
PBfusion.996.1	transcript/53113
PBfusion.997.2	transcript/105617,transcript/155984,transcript/171084,transcript/190207,transcript/25744,transcript/53113,transcript/79818,transcript/121442,transcript/15366,transcript/39254,transcript/95336
PBfusion.997.1	transcript/79818,transcript/95336
PBfusion.998.2	transcript/105617,transcript/155984,transcript/171084,transcript/190207,transcript/25744,transcript/53113,transcript/79818,transcript/121442,transcript/15366,transcript/39254,transcript/95336
PBfusion.998.1	transcript/121442
PBfusion.999.2	transcript/105617,transcript/155984,transcript/171084,transcript/190207,transcript/25744,transcript/53113,transcript/79818,transcript/121442,transcript/15366,transcript/39254,transcript/95336
PBfusion.999.1	transcript/15366
PBfusion.1000.2	transcript/105617,transcript/155984,transcript/171084,transcript/190207,transcript/25744,transcript/53113,transcript/79818,transcript/121442,transcript/15366,transcript/39254,transcript/95336
PBfusion.1000.1	transcript/39254
PBfusion.1001.1	transcript/157527
PBfusion.1001.2	transcript/157527
PBfusion.1002.2	transcript/25540
PBfusion.1002.1	transcript/25540
PBfusion.1003.2	transcript/46799
PBfusion.1003.1	transcript/46799
PBfusion.1004.2	transcript/167935
PBfusion.1004.1	transcript/167935
PBfusion.1005.2	transcript/121318
PBfusion.1005.1	transcript/121318
PBfusion.1006.1	transcript/132480
PBfusion.1006.2	transcript/132480
PBfusion.1007.2	transcript/187779
PBfusion.1007.1	transcript/187779
PBfusion.1008.2	transcript/166764
PBfusion.1008.1	transcript/166764
PBfusion.1009.2	transcript/65197
PBfusion.1009.1	transcript/65197
PBfusion.1010.2	transcript/130836
PBfusion.1010.1	transcript/130836
PBfusion.1011.2	transcript/71493
PBfusion.1011.1	transcript/111643,transcript/71493
PBfusion.1012.2	transcript/82871
PBfusion.1012.1	transcript/82871
PBfusion.1013.2	transcript/33571
PBfusion.1013.1	transcript/33571
PBfusion.1014.1	transcript/56390
PBfusion.1014.2	transcript/56390
PBfusion.1015.2	transcript/173800
PBfusion.1015.1	transcript/173800
PBfusion.1016.2	transcript/118766
PBfusion.1016.1	transcript/118766
PBfusion.1017.1	transcript/98956
PBfusion.1017.2	transcript/45016,transcript/98956
PBfusion.1018.2	transcript/35320
PBfusion.1018.1	transcript/35320
PBfusion.1019.2	transcript/72387
PBfusion.1019.1	transcript/72387
PBfusion.1020.1	transcript/64747
PBfusion.1020.2	transcript/64747
PBfusion.1021.1	transcript/187509
PBfusion.1021.2	transcript/187509
PBfusion.1022.1	transcript/75918
PBfusion.1022.2	transcript/75918
PBfusion.1023.2	transcript/63773,transcript/123456
PBfusion.1023.1	transcript/123456
PBfusion.1024.2	transcript/168147
PBfusion.1024.1	transcript/78114,transcript/80175,transcript/27241,transcript/168147,transcript/186180
PBfusion.1025.1	transcript/94353
PBfusion.1025.2	transcript/26274,transcript/94353
PBfusion.1026.2	transcript/26024
PBfusion.1026.1	transcript/104224,transcript/26024,transcript/96550,transcript/98949
PBfusion.1027.1	transcript/115979
PBfusion.1027.2	transcript/115979
PBfusion.1028.1	transcript/105929
PBfusion.1028.2	transcript/105929
PBfusion.1029.2	transcript/107637
PBfusion.1029.1	transcript/107637
PBfusion.1030.2	transcript/169865
PBfusion.1030.1	transcript/169865
PBfusion.1031.2	transcript/53306
PBfusion.1031.1	transcript/53306
PBfusion.1032.2	transcript/155582
PBfusion.1032.1	transcript/155582
PBfusion.1033.2	transcript/156371
PBfusion.1033.1	transcript/156371
PBfusion.1034.2	transcript/164410
PBfusion.1034.1	transcript/164410
PBfusion.1035.2	transcript/92160,transcript/57634,transcript/159706
PBfusion.1035.1	transcript/92160
PBfusion.1036.2	transcript/92160,transcript/57634,transcript/159706
PBfusion.1036.1	transcript/57634
PBfusion.1037.2	transcript/65005
PBfusion.1037.1	transcript/65005
PBfusion.1038.2	transcript/63934
PBfusion.1038.1	transcript/122523,transcript/63934
PBfusion.1039.2	transcript/122523
PBfusion.1039.1	transcript/122523,transcript/63934
PBfusion.1040.2	transcript/112492,transcript/186231
PBfusion.1040.1	transcript/112492
PBfusion.1041.2	transcript/112492,transcript/186231
PBfusion.1041.1	transcript/186231
PBfusion.1042.2	transcript/162956
PBfusion.1042.1	transcript/162956
PBfusion.1043.2	transcript/171238
PBfusion.1043.1	transcript/171238
PBfusion.1044.1	transcript/150905
PBfusion.1044.2	transcript/150905
PBfusion.1045.1	transcript/25246
PBfusion.1045.2	transcript/25246
PBfusion.1046.1	transcript/15649
PBfusion.1046.2	transcript/101881,transcript/15649
PBfusion.1047.2	transcript/74306
PBfusion.1047.1	transcript/74306
PBfusion.1048.1	transcript/74847
PBfusion.1048.2	transcript/74847
PBfusion.1049.1	transcript/95337
PBfusion.1049.2	transcript/137942,transcript/95337
PBfusion.1050.2	transcript/136248
PBfusion.1050.1	transcript/136248
PBfusion.1051.2	transcript/145331
PBfusion.1051.1	transcript/145331
PBfusion.1052.1	transcript/116122
PBfusion.1052.2	transcript/116122
PBfusion.1053.2	transcript/71852
PBfusion.1053.1	transcript/71852
PBfusion.1054.1	transcript/168889
PBfusion.1054.2	transcript/168889
PBfusion.1055.2	transcript/174485
PBfusion.1055.1	transcript/174485
PBfusion.1056.2	transcript/92332
PBfusion.1056.1	transcript/92332
PBfusion.1057.1	transcript/182726
PBfusion.1057.2	transcript/182726,transcript/175469
PBfusion.1058.1	transcript/120658
PBfusion.1058.2	transcript/120658
PBfusion.1059.2	transcript/20301
PBfusion.1059.1	transcript/20301
PBfusion.1060.2	transcript/186180
PBfusion.1060.1	transcript/78114,transcript/80175,transcript/27241,transcript/168147,transcript/186180
PBfusion.1061.1	transcript/85525
PBfusion.1061.2	transcript/85525
PBfusion.1062.1	transcript/168801
PBfusion.1062.2	transcript/168801
PBfusion.1063.1	transcript/179878
PBfusion.1063.2	transcript/179878
PBfusion.1064.1	transcript/168477
PBfusion.1064.2	transcript/168477
PBfusion.1065.2	transcript/55779
PBfusion.1065.1	transcript/55779
PBfusion.1066.2	transcript/83141
PBfusion.1066.1	transcript/83141
PBfusion.1067.2	transcript/110078
PBfusion.1067.1	transcript/110078
PBfusion.1068.1	transcript/183040
PBfusion.1068.2	transcript/183040
PBfusion.1069.1	transcript/48334
PBfusion.1069.2	transcript/48334
PBfusion.1070.1	transcript/77371
PBfusion.1070.2	transcript/77371
PBfusion.1071.1	transcript/89732
PBfusion.1071.2	transcript/89732
PBfusion.1072.1	transcript/16754
PBfusion.1072.2	transcript/16754,transcript/78697
PBfusion.1073.1	transcript/100747
PBfusion.1073.2	transcript/100747
PBfusion.1074.2	transcript/155091,transcript/37155
PBfusion.1074.1	transcript/37155
PBfusion.1075.2	transcript/140084
PBfusion.1075.1	transcript/140084
